XH,XFSJ,zao,zhong,wan
1634712281,2019/9/15,5.6,0,0
1634712281,2019/9/17,3,0,0
1634712281,2019/10/14,0,0,14
1634712281,2019/10/15,1.5,0,0
1634712281,2019/10/19,2,0,0
1634712281,2019/10/23,1.5,0,0
1634712281,2019/10/27,0,9,0
1634712281,2019/10/30,3,10,0
1634712281,2019/10/31,1.5,0,0
1634712281,2019/11/1,0,9.5,0
1634712281,2019/11/3,0,7,0
1634712281,2019/11/4,0,0,11
1634712281,2019/11/6,0,7,0
1634712281,2019/11/9,6.5,0,0
1634712281,2019/11/10,1.5,12,0
1634712281,2019/11/13,3.5,10,13.6
1634712281,2019/11/15,0,0,7.5
1634712281,2019/11/17,1.5,0,16.9
1634712281,2019/11/18,2.5,0,0
1634712281,2019/11/20,0,8,0
1634712281,2019/11/21,1.5,0,16.7
1634712281,2019/11/24,0,9,0
1634712281,2019/11/25,1.5,0,13
1634712281,2019/11/26,0,0,14.7
1634712281,2019/11/28,2.5,0,8.5
1634712281,2019/11/29,0,12,9
1634712281,2019/12/2,0,0,7.5
1634712281,2019/12/4,1.5,10,9
1634712281,2019/12/5,5,0,0
1634712281,2019/12/6,4.5,0,0
1634712281,2019/12/7,0,0,5.5
1634712281,2019/12/8,0,0,9
1634712281,2019/12/9,0,12,0
1634712281,2019/12/10,6,0,0
1634712281,2019/12/11,3.5,11,0
1634712281,2019/12/13,0,0,9
1634712281,2019/12/16,0,12,0
1634712281,2019/12/18,0,9,0
1634712281,2019/12/19,0,6,0
1634712281,2019/12/20,0,0,7.3
1634712281,2019/12/24,2.5,0,0
1634712281,2019/12/26,0,0,7
1634712281,2019/12/28,3,0,0
1634712281,2019/12/29,0,0,2
1634712281,2020/1/1,3.5,0,5
1634712281,2020/1/2,3.5,0,0
1634712281,2020/1/3,3.5,0,5
1634712281,2020/8/22,0,8.2,4
1634712281,2020/8/23,2,0,9.5
1634712281,2020/8/24,0,18,2
1634712281,2020/8/25,1.5,4,12
1634712281,2020/8/26,0,6,0
1634712281,2020/8/27,5.5,13,12
1634712281,2020/8/28,5.5,9,8
1634712281,2020/8/29,5.5,0,0
1634712281,2020/8/30,0,9,10.5
1634712281,2020/8/31,3.5,0,7
1634712281,2020/9/1,0.5,11,0
1634712281,2020/9/2,3.5,0,12
1634712281,2020/9/3,5.5,0,0
1634712281,2020/9/4,7,11,0
1634712281,2020/9/5,18,0,13
1634712281,2020/9/6,0,0,9.5
1634712281,2020/9/7,4,0,0
1634712281,2020/9/8,3.5,12,5.5
1634712281,2020/9/9,5,0,15
1634712281,2020/9/10,0,0,13
1634712281,2020/9/11,7.5,9,10
1634712281,2020/9/12,7,10,13
1634712281,2020/9/13,3.5,0,9
1634712281,2020/9/14,1.5,11,11
1634712281,2020/9/15,0,10,0
1634712281,2020/9/16,3.5,0,11
1634712281,2020/9/17,3.5,9.5,0
1634712281,2020/9/18,0,2,5
1634712281,2020/9/19,3.5,0,0
1634712281,2020/9/20,13,10,0
1634712281,2020/9/21,3.5,14,10
1634712281,2020/9/22,0,4,0
1634712281,2020/9/23,0,0,5
1634712281,2020/9/24,0,0,9
1634712281,2020/9/25,0,10,0
1634712281,2020/9/26,11.5,0,0
1634712281,2020/9/27,3.5,11,0
1634712281,2020/9/28,5.5,0,0
1634712281,2020/9/29,6,9,0
1634712281,2020/9/30,7,0,12
1634712281,2020/10/1,12.6,0,0
1634712281,2020/10/3,3.5,0,11
1634712281,2020/10/4,0,18.1,0
1634712281,2020/10/5,4,0,0
1634712281,2020/10/6,0,11,0
1634712281,2020/10/7,7,0,8
1634712281,2020/10/9,9,13,0
1634712281,2020/10/10,3.5,0,8.5
1634712281,2020/10/14,0,0,10
1634712281,2020/10/15,7,13,0
1634712281,2020/10/16,0,10,0
1634712281,2020/10/17,3.5,0,0
1634712281,2020/10/18,0,0,5.5
1634712281,2020/10/19,7,0,17
1634712281,2020/10/21,7,0,0
1634712281,2020/10/22,0,0,8
1634712281,2020/10/23,3.5,0,0
1634712281,2020/10/26,0,0,11
1634712281,2020/10/27,0,8,0
1634712281,2020/10/28,0,0,5.5
1634712281,2020/10/29,7,13,0
1634712281,2020/10/30,0,0,12
1634712281,2020/11/1,7,0,0
1634712281,2020/11/2,7,0,9
1634712281,2020/11/3,0,11,5
1634712281,2020/11/4,0,0,8
1634712281,2020/11/5,7,0,13
1634712281,2020/11/7,0,9,0
1634712281,2020/11/8,0,0,6.5
1634712281,2020/11/9,0,20,13
1634712281,2020/11/10,7,0,0
1634712281,2020/11/11,7,0,0
1634712281,2020/11/12,0,0,10
1634712281,2020/11/13,3.5,16.5,7
1634712281,2020/11/14,3.5,9,0
1634712281,2020/11/16,0,0,11.5
1634712281,2020/11/17,0,0,5.5
1634712281,2020/11/18,0,0,10
1634712281,2020/11/19,7,0,5
1634712281,2020/11/20,0,27,4.5
1634712281,2020/11/21,0,11,10.5
1634712281,2020/11/22,3.5,9,0
1634712281,2020/11/23,7,10,13
1634712281,2020/11/24,0,0,10.5
1634712281,2020/11/25,0,0,11
1634712281,2020/11/26,7,9,5
1634712281,2020/11/27,3.5,0,10
1634712281,2020/11/28,0,13,0
1634712281,2020/11/29,6.5,9,9
1634712281,2020/11/30,10,0,3.5
1634712281,2020/12/1,0,12,0
1634712281,2020/12/3,7,12,9.5
1634712281,2020/12/4,3.5,0,0
1634712281,2020/12/5,3.5,0,0
1634712281,2020/12/6,3.5,0,5.5
1634712281,2020/12/7,6.5,11.9,0
1634712281,2020/12/8,7,27,10
1634712281,2020/12/10,3.5,10.5,12
1634712281,2020/12/11,3.5,12,0
1634712281,2020/12/13,0,11,0
1634712281,2020/12/14,7,9,8.5
1634712281,2020/12/15,0,0,7
1634712281,2020/12/16,6.5,11,7
1634712281,2020/12/17,0,9.5,0
1634712281,2021/3/18,12.5,0,0
1634712281,2021/3/19,9.5,20,0
1634712281,2021/3/20,11,0,3.5
1634712281,2021/3/21,5.5,0,10.5
1634712281,2021/3/22,8,12,0
1634712281,2021/3/24,4.5,13,13
1634712281,2021/3/25,4,0,0
1634712281,2021/3/26,4,10,0
1634712281,2021/3/27,4,0,20
1634712281,2021/3/29,8,22,6
1634712281,2021/3/30,0,13,0
1634712281,2021/3/31,4,0,18
1634712281,2021/4/1,8.5,22,10
1634712281,2021/4/2,4,0,4.5
1634712281,2021/4/3,6.5,0,0
1634712281,2021/4/4,4,0,5
1634712281,2021/4/5,0,11.5,13
1634712281,2021/4/6,8,0,18
1634712281,2021/4/7,7,11,14
1634712281,2021/4/8,6.5,9,10
1634712281,2021/4/9,4.5,7.5,0
1634712281,2021/4/10,0,0,8
1634712281,2021/4/11,6,15,11
1634712281,2021/4/12,0,0,5
1634712281,2021/4/13,8,20,0
1634712281,2021/4/14,13,12,7
1634712281,2021/4/15,0,12,13
1634712281,2021/4/16,6.5,34,0
1634712281,2021/4/17,0,0,16.5
1634712281,2021/4/18,6.5,13,10.5
1634712281,2021/4/19,0,13,16.5
1634712281,2021/4/20,8,11,0
1634712281,2021/4/21,7,12,0
1634712281,2021/4/22,4,21,0
1634712281,2021/4/23,7,13,0
1634712281,2021/4/24,7.5,9,0
1634712281,2021/4/25,4.5,10,0
1634712281,2021/4/30,7.5,20.5,0
1634712281,2021/5/1,6,7,18.5
1634712281,2021/5/2,7,12,0
1634712281,2021/5/3,0,4,10
1634712281,2021/5/4,7.5,10,0
1634712281,2021/5/5,0,10,0
1634712281,2021/5/6,4.5,13.9,0
1634712281,2021/5/7,7.5,8,0
1634712281,2021/5/8,0,12,0
1634712281,2021/5/9,6.5,12,11
1634712281,2021/5/11,4,11,0
1634712281,2021/5/12,3,0,0
1634712281,2021/5/13,0,0,5.5
1634712281,2021/5/14,8.5,0,0
1634712281,2021/5/15,4.5,0,7.5
1634712281,2021/5/16,0,5,5.5
1634712281,2021/5/17,8,12,7
1634712281,2021/5/18,8,10,0
1634712281,2021/5/19,7,13,10
1634712281,2021/5/20,0,9,9
1634712281,2021/5/21,7.5,0,0
1634712281,2021/5/22,4,13.5,11
1634712281,2021/5/23,8,9,0
1634712281,2021/5/24,5.5,10,0
1634712281,2021/5/25,8,10,0
1634712281,2021/5/26,2.5,12,0
1634712281,2021/5/27,0,0,5.5
1634712281,2021/5/28,6,10,0
1634712281,2021/5/29,0,20,0
1634712281,2021/5/30,4,13,0
1634712281,2021/5/31,8,8,0
1634712281,2021/6/1,2,9,0
1634712281,2021/6/2,0,10,10
1634712281,2021/6/3,8,13,4.5
1634712281,2021/6/4,7,13,7
1634712281,2021/6/5,0,0,10.9
1634712281,2021/6/6,0,7,13.5
1634712281,2021/6/7,0,8,0
1634712281,2021/6/8,1.5,0,10
1634712281,2021/6/9,4,9,0
1634712281,2021/6/10,11.5,14,0
1634712281,2021/6/11,10.5,11,20
1634712281,2021/6/12,9.5,9,0
1634712281,2021/6/13,11,0,0
1634712281,2021/6/14,0,9,2.5
1634712281,2021/6/15,5,12,0
1634712281,2021/6/16,5.5,0,0
1634712281,2021/6/17,5.5,8,7
1634712281,2021/6/18,4,13,0
1634712281,2021/6/19,4,0,0
1634712281,2021/6/20,0,0,2.5
1634712281,2021/6/21,0,21,0
1634712281,2021/6/22,5.5,10.5,0
1634712281,2021/6/23,0,10,0
1634712281,2021/6/24,4.5,12.9,0
1634712281,2021/6/25,5.5,14,0
1634712281,2021/6/26,13,10,0
1634712281,2021/6/27,4,17,13.9
1634712281,2021/6/28,0,16.5,0
1634712281,2021/6/29,5.5,10,10
1634712281,2021/6/30,4,3,5.5
1634712281,2021/7/1,7,0,5
1634712281,2021/7/2,6,11,0
1634712281,2021/7/3,5.5,15.5,0
1634712281,2021/7/4,5.5,7,0
1634712281,2021/7/5,5.5,0,0
1634712281,2021/7/6,4,32,0
1634712281,2021/7/7,4.5,0,0
1634712281,2021/7/9,6,10,0
1634712281,2021/7/10,4.5,0,0
1634712281,2021/7/11,10.5,0,0
1634712281,2021/8/29,0,0,8
1634712281,2021/8/30,8,17,20
1634712281,2021/8/31,7,13,10
1634712281,2021/9/1,0,10,15
1634712281,2021/9/2,4,9.5,10
1634712281,2021/9/3,6,13,8.5
1634712281,2021/9/4,5.5,10,9
1634712281,2021/9/5,5.5,8.5,2.5
1634712281,2021/9/6,13,9,15.5
1634712281,2021/9/7,15,11,22
1634712281,2021/9/8,11.5,9,10
1634712281,2021/9/9,6,13,8.5
1634712281,2021/9/10,4,14,13.5
1634712281,2021/9/11,4,10,9
1634712281,2021/9/12,5.5,0,9
1634712281,2021/9/13,8,13,8
1634712281,2021/9/14,1.5,10,8.5
1634712281,2021/9/15,0,8,10.5
1634712281,2021/9/16,0,26,10
1634712281,2021/9/17,0,12.8,9.5
1634712281,2021/9/18,8,13,15.5
1634712281,2021/9/19,4,0,16.5
1634712281,2021/9/20,8,11,11
1634712281,2021/9/21,5,9,7
1634712281,2021/9/22,5,9.5,10.5
1634712281,2021/9/24,4,8,12
1634712281,2021/9/25,0,0,10
1634712281,2021/9/26,0,0,10
1634712281,2021/9/27,8,0,0
1634712281,2021/9/29,0,0,7
1634712281,2021/9/30,0,12,0
1634712281,2021/10/1,0,19,0
1634712281,2021/10/2,6.5,0,0
1634712281,2021/10/3,4,12,0
1634712281,2021/10/4,0,14,5.5
1634712281,2021/10/5,4,13,0
1634712281,2021/10/6,4,12,10.5
1634712281,2021/10/7,29,0,5.5
1634712281,2021/10/8,0,10,0
1634712281,2021/10/9,20,0,0
1634712281,2021/10/10,0,13,0
1634712281,2021/10/11,0,12,0
1634712281,2021/10/12,1.5,13,5.5
1634712281,2021/10/13,7,13,11.5
1634712281,2021/10/14,8,13,0
1634712281,2021/10/16,4,10,0
1634712281,2021/10/17,1.5,0,1
1634712281,2021/10/18,8,13,19.5
1634712281,2021/10/19,1.5,10.5,15.5
1634712281,2021/10/21,0,23.5,13.5
1634712281,2021/10/22,1.5,25,9
1634712281,2021/10/24,3,0,0
1634712281,2021/10/25,3,9,0
1634712281,2021/10/26,4,13,9
1634712281,2021/10/27,4.5,8,0
1634712281,2021/10/28,8,14.5,0
1634712281,2021/10/29,0,15,0
1634712281,2021/10/30,4,9.5,0
1634712281,2021/10/31,2.5,0,0
1634712281,2021/11/2,4,10.5,0
1634712281,2021/11/3,4,12.5,0
1634712281,2021/11/4,2,14,0
1634712281,2021/11/5,5.5,12,9
1634712281,2021/11/6,12,13,0
1634712281,2021/11/7,5.5,0,15.5
1634712281,2021/11/8,2,0,5.7
1634712281,2021/11/9,0,0,5.5
1634712281,2021/11/10,5.5,10,7
1634712281,2021/11/11,0,0,8.5
1634712281,2021/11/12,4,0,9.5
1634712281,2021/11/13,8,6.5,18.5
1634712281,2021/11/14,5.5,0,0
1634712281,2021/11/15,8,13,0
1634712281,2021/11/16,4,12.5,7.5
1634712281,2021/11/17,4,22,6.5
1634712281,2021/11/18,8,3,5.5
1634712281,2021/11/19,4,14,11
1634712281,2021/11/20,0,8,11
1634712281,2021/11/21,4,28,0
1634712281,2021/11/22,0,0,11
1634712281,2021/11/23,4,0,0
1634712281,2021/11/24,0,0,14.9
1634712281,2021/11/25,12.5,0,0
1634712281,2021/11/26,5.5,11.5,6
1634712281,2021/11/27,3.5,30,11
1634712281,2021/11/28,0,0,10.5
1634712281,2021/11/29,0,10,11.5
1634712281,2021/11/30,0,10.5,0
1634712281,2021/12/1,0,12.5,0
1634712281,2021/12/2,0,15,8
1634712281,2021/12/3,4,4.5,0
1634712281,2021/12/4,1.5,13,16.5
1634712281,2021/12/5,1.5,0,22
1634712281,2021/12/6,1.5,13,0
1634712281,2021/12/7,4.5,8.5,0
1634712281,2021/12/10,0,4.5,9.5
1634712281,2021/12/11,0,3,0
1634712281,2021/12/12,0,13,0
1634712281,2021/12/13,0,9,0
1634712281,2021/12/14,0,0,7.5
1634712281,2021/12/15,0,13,11
1634712281,2021/12/16,1.5,8,22
1634712281,2021/12/17,1.5,28,8
1634712281,2021/12/18,0,11.5,0
1634712281,2021/12/19,0,10,22
1634712281,2021/12/21,0,9.5,5.5
1634712281,2021/12/22,0,16,10.5
1634712281,2021/12/23,15,0,18.5
1634712281,2021/12/24,2,13,0
1634712281,2021/12/25,0,24,15.3
1634712281,2021/12/26,0,36,0
1634712281,2022/4/27,1.5,0,0
1634712281,2022/5/26,0,0,8.5
1634712281,2022/5/27,0,0,10
1634712281,2022/5/28,1.5,6,0
1634712281,2022/5/29,14,22,10
1634712281,2022/5/30,24.7,0,25.3
1634712281,2022/5/31,19,11,8.5
1634712281,2022/6/1,4.5,19.1,2
1634712281,2022/6/2,0,23,0
1634712281,2022/6/3,26.7,3,0
1634712281,2022/6/4,0,24.7,0
1634712281,2022/6/5,0,11.8,0
1634712281,2022/6/6,15,39,0
1634712281,2022/6/7,0,2,19.5
1634712281,2022/6/8,0,28.5,0
1634712281,2022/6/9,0,15.3,6.5
1634712281,2022/6/10,0,12,0
1634712281,2022/6/11,0,38.5,0
1637608132,2022/4/30,0,0,1.5
1637608132,2022/5/2,15.5,0,0
1637608132,2022/5/4,0,0,6.5
1637608132,2022/5/5,0,17.8,13
1637608132,2022/5/14,0,11.2,15
1637608132,2022/5/15,0,16.2,0
1637608132,2022/5/16,0,12.25,15.8
1637608132,2022/5/17,0,9.8,0
1637608132,2022/5/18,0,13.5,0
1637608132,2022/5/30,0,22,0
1641117696,2021/12/17,0,0,11
1657175275,2018/9/26,0,0,3.5
1657175275,2018/9/27,0,0,6
1657175275,2018/10/7,0,5.5,0
1657175275,2018/10/9,0,0,6
1657175275,2018/10/10,3.5,0,5
1657175275,2018/10/11,3.5,0,0
1657175275,2018/10/13,3.5,11,0
1657175275,2018/10/15,0,0,6
1657175275,2018/10/16,5,8,0
1657175275,2018/10/17,5,0,5.5
1657175275,2018/10/18,4,0,7
1657175275,2018/10/19,4,10,0
1657175275,2018/10/20,3.5,0,0
1657175275,2018/10/21,4,0,6.5
1657175275,2018/10/22,4,11,6
1657175275,2018/10/23,0,0,4.5
1657175275,2018/10/24,3.5,0,0
1657175275,2018/10/26,3.5,0,0
1657175275,2018/10/27,4.5,0,0
1657175275,2018/10/31,0,0,8
1657175275,2018/11/2,4.1,0,8
1657175275,2018/11/3,0,8,2
1657175275,2018/11/5,3.5,0,8
1657175275,2018/11/6,3.5,7,0
1657175275,2018/11/7,9,0,4.5
1657175275,2018/11/8,4,10,7
1657175275,2018/11/9,0,8,4.5
1657175275,2018/11/11,0,0,8
1657175275,2018/11/13,3,7,0
1657175275,2018/11/14,5,0,4.5
1657175275,2018/11/15,0,7,0
1657175275,2018/11/16,0,9,0
1657175275,2018/11/17,0,8,5.5
1657175275,2018/11/18,4,0,0
1657175275,2018/11/19,3.5,0,0
1657175275,2018/11/20,0,8,9
1657175275,2018/11/27,6,8,0
1657175275,2018/12/5,4,6,0
1657175275,2018/12/8,5.5,0,0
1657175275,2018/12/10,0,8,0
1657175275,2018/12/11,0,12.3,0
1657175275,2018/12/14,12.5,6,0
1657175275,2018/12/16,9.5,0,0
1657175275,2018/12/17,0,6,0
1657175275,2018/12/18,0,6,10.5
1657175275,2018/12/19,0,6,5.5
1657175275,2018/12/20,4.5,10,4
1657175275,2018/12/21,4.5,5.5,0
1657175275,2018/12/24,0,6,0
1657175275,2018/12/31,0,0,7.5
1657175275,2019/1/1,0,8,6
1657175275,2019/1/2,4.5,6.5,6.5
1657175275,2019/1/3,0,16,6
1657175275,2019/1/4,0,6,4
1657175275,2019/1/6,3,0,0
1657175275,2019/3/7,4,9.5,0
1657175275,2019/3/19,0,11,7
1657175275,2019/3/20,5,0,0
1657175275,2019/3/21,4.5,8.5,6
1657175275,2019/3/22,0,9,6
1657175275,2019/3/23,0,8,0
1657175275,2019/3/24,5.5,8.5,7
1657175275,2019/3/25,4.5,8,7
1657175275,2019/3/26,5,9.5,5
1657175275,2019/3/27,4,10,7
1657175275,2019/3/28,4.5,9,4
1657175275,2019/3/29,5,6,4.5
1657175275,2019/3/30,4.5,0,0
1657175275,2019/3/31,4.5,6.5,7
1657175275,2019/4/1,5,9,0
1657175275,2019/4/2,5.5,7,7
1657175275,2019/4/3,5,0,7
1657175275,2019/4/4,7,8,0
1657175275,2019/4/5,6.5,0,0
1657175275,2019/4/6,6.5,0,0
1657175275,2019/4/7,6,0,6
1657175275,2019/4/8,4.5,11,2
1657175275,2019/4/9,3.5,6,0
1657175275,2019/4/10,3.5,0,0
1657175275,2019/4/11,4.5,9.5,6
1657175275,2019/4/13,0,9,3.5
1657175275,2019/4/14,4.5,8,0
1657175275,2019/4/15,6,7,2
1657175275,2019/4/16,5.5,0,6.5
1657175275,2019/4/17,5.5,0,6
1657175275,2019/4/18,4.5,7,0
1657175275,2019/4/19,5.5,9.5,2.5
1657175275,2019/4/20,0,0,14
1657175275,2019/4/22,0,9,2.5
1657175275,2019/4/23,7,0,2
1657175275,2019/4/24,9.5,0,0
1657175275,2019/4/25,8,7,0
1657175275,2019/4/26,4.5,7,0
1657175275,2019/4/27,5,0,0
1657175275,2019/4/28,0,0,6
1657175275,2019/4/29,5,0,5.5
1657175275,2019/4/30,5,7,0
1657175275,2019/5/6,5,0,0
1657175275,2019/5/7,5,0,0
1657175275,2019/5/8,4.5,0,4
1657175275,2019/5/9,4,19,0
1657175275,2019/5/10,4.5,8.5,4
1657175275,2019/5/11,3,0,0
1657175275,2019/5/12,4.5,7,0
1657175275,2019/5/13,6,8,3
1657175275,2019/5/14,6,6,0
1657175275,2019/5/15,4,0,0
1657175275,2019/5/16,5,0.5,4
1657175275,2019/5/17,4,10.5,0
1657175275,2019/5/18,5,0,9
1657175275,2019/5/19,0,0,4
1657175275,2019/5/20,4,8.5,0
1657175275,2019/5/21,4,8,7.5
1657175275,2019/5/22,4,0,4
1657175275,2019/5/23,5,6,7
1657175275,2019/5/24,5,14.8,6.5
1657175275,2019/5/25,5,9.8,0
1657175275,2019/5/26,2.5,19,0
1657175275,2019/5/27,5,7,4
1657175275,2019/5/28,5,9,0
1657175275,2019/5/29,5,0,4.8
1657175275,2019/5/30,5,10.5,5.8
1657175275,2019/5/31,6,9,0
1657175275,2019/6/1,14.77,0,0
1657175275,2019/6/2,2.5,9.5,0
1657175275,2019/6/3,6.5,6.5,0
1657175275,2019/6/4,5,6.5,4
1657175275,2019/6/5,8.5,6.5,5.5
1657175275,2019/6/6,4.5,9.5,0
1657175275,2019/6/10,5,13,0
1657175275,2019/6/12,6,17.5,0
1657175275,2019/6/13,3.5,8.5,0
1657175275,2019/6/14,5,12,0
1657175275,2019/6/15,5,0,0
1657175275,2019/6/16,4,15,0
1657175275,2019/6/17,5,11,0
1657175275,2019/6/18,5.5,12.5,0
1657175275,2019/6/19,5,11.5,0
1657175275,2019/6/20,0,10,8
1657175275,2019/6/21,0,12.5,0
1657175275,2019/6/23,0,9.5,0
1657175275,2019/6/24,4.5,8.5,0
1657175275,2019/6/25,8.5,6.5,6.5
1657175275,2019/6/26,6.5,0,0
1657175275,2019/6/27,18,6.5,4
1657175275,2019/6/28,7.5,0,5
1657175275,2019/6/29,5,7.5,9.6
1657175275,2019/6/30,3.5,9.5,0
1657175275,2019/7/1,4.5,10,0
1657175275,2019/7/2,5,9.5,0
1657175275,2019/7/3,5,0,0
1657175275,2019/8/25,0,0,14.5
1657175275,2019/8/26,2.5,3.77,0
1657175275,2019/8/27,2.5,7.5,0
1657175275,2019/8/28,2.5,10,0
1657175275,2019/8/29,7.5,7.5,0
1657175275,2019/8/30,5,8.5,5
1657175275,2019/8/31,2.5,4.5,0
1657175275,2019/9/1,0,7.5,4.3
1657175275,2019/9/2,3,5,0
1657175275,2019/9/3,4,7,5
1657175275,2019/9/4,5.5,4.5,0
1657175275,2019/9/5,4.5,5,7.5
1657175275,2019/9/6,5,0,0
1657175275,2019/9/7,5,1.5,0
1657175275,2019/9/8,54,0,0
1657175275,2019/9/9,4,8,1
1657175275,2019/9/10,3,5,0
1657175275,2019/9/11,5.5,5,5
1657175275,2019/9/12,3.5,4.5,5
1657175275,2019/9/13,12,0,0
1657175275,2019/9/14,5.5,12,4
1657175275,2019/9/16,4,5,5
1657175275,2019/9/17,2.5,6.5,0
1657175275,2019/9/24,0,7,0
1657175275,2019/9/25,6,7.5,0
1657175275,2019/9/26,0,5,0
1657175275,2019/9/27,7,7.5,0
1657175275,2019/9/30,0,8.5,5
1657175275,2019/10/8,2.5,0,5
1657175275,2019/10/16,0,10.5,0
1657175275,2019/10/17,5.5,5,3.5
1657175275,2019/10/18,3.5,0,16
1657175275,2019/10/22,0,0,5
1657175275,2019/10/25,4,16.4,0
1657175275,2019/10/26,3,8,7
1657175275,2019/10/27,5.5,2.28,6.3
1657175275,2019/10/28,6,5,5
1657175275,2019/10/29,4,5,2.5
1657175275,2019/10/30,5.5,8,4
1657175275,2019/10/31,5.5,8,3.28
1657175275,2019/11/1,6.5,10.5,21.5
1657175275,2019/11/2,5.5,0,0
1657175275,2019/11/4,4,9,2.5
1657175275,2019/11/5,5.5,6.5,5
1657175275,2019/11/6,5,8,0
1657175275,2019/11/7,6,5,5.2
1657175275,2019/11/8,3,10.1,3.5
1657175275,2019/11/9,5.5,5.1,4.5
1657175275,2019/11/10,3,12,3
1657175275,2019/11/11,6.5,5,0
1657175275,2019/11/18,0,5,4
1657175275,2019/11/19,6,9,3.5
1657175275,2019/11/20,5.5,7.1,2.5
1657175275,2019/11/21,4,9,8
1657175275,2019/11/22,4,8,4.2
1657175275,2019/11/23,4.5,7.6,0
1657175275,2019/11/24,0,10,1.5
1657175275,2019/11/25,4,7,0
1657175275,2019/11/26,3.5,11,0
1657175275,2019/11/27,4.5,13,0
1657175275,2019/11/28,5.2,5,0
1657175275,2019/12/24,0,0,8
1657175275,2019/12/25,0,0,9
1657175275,2019/12/27,0,0,8
1657175275,2019/12/28,0,0,11
1657175275,2019/12/29,0,0,8
1657175275,2019/12/30,0,8.5,0
1657175275,2019/12/31,0,9,0
1657175275,2020/1/1,0,0,11
1657175275,2020/1/3,0,27,0
1657175275,2020/8/23,4.5,3.5,7
1657175275,2020/8/24,2.5,8,4
1657175275,2020/8/25,4.5,7.5,5.5
1657175275,2020/8/26,4,7,2
1657175275,2020/8/27,4.5,8.77,2
1657175275,2020/8/28,4.5,9.5,7
1657175275,2020/8/29,6.5,0,11
1657175275,2020/8/30,5,8,4
1657175275,2020/8/31,0,16,5.5
1657175275,2020/9/1,4,7,5
1657175275,2020/9/2,0,8,5
1657175275,2020/9/3,6.5,10,5
1657175275,2020/9/4,4,8,0
1657175275,2020/9/5,5.5,8,5
1657175275,2020/9/7,4,9,5
1657175275,2020/9/8,5,10,5
1657175275,2020/9/9,0,9,4
1657175275,2020/9/10,4.5,9,5
1657175275,2020/9/11,4,9.6,7
1657175275,2020/9/12,5.5,11.6,5
1657175275,2020/9/13,3.5,9.5,8
1657175275,2020/9/14,2.5,9.5,6.5
1657175275,2020/9/15,4,8,5
1657175275,2020/9/16,5.5,7,6.5
1657175275,2020/9/17,2.5,12,0
1657175275,2020/9/18,3.5,32,6.5
1657175275,2020/9/19,5.5,10,0
1657175275,2020/9/20,4,9,2.5
1657175275,2020/9/21,6.5,9,6.5
1657175275,2020/9/22,5,9,9.5
1657175275,2020/9/23,5.5,9,0
1657175275,2020/9/24,4,7,6.5
1657175275,2020/9/25,4,11,0
1657175275,2020/9/26,4,0,0
1657175275,2020/9/27,0,8,5
1657175275,2020/9/28,5,0,0
1657175275,2020/9/29,9,8,6.5
1657175275,2020/9/30,5.5,8.1,4.5
1657175275,2020/10/5,5,7,5.5
1657175275,2020/10/6,5,6,2
1657175275,2020/10/7,5,7,8
1657175275,2020/10/8,4.5,8,5.5
1657175275,2020/10/9,5,8,0
1657175275,2020/10/10,6.5,12,5.5
1657175275,2020/10/11,5,0,0
1657175275,2020/10/12,4.5,8.3,5
1657175275,2020/10/13,5,9.5,5.5
1657175275,2020/10/14,5.5,9.8,6
1657175275,2020/10/15,5.5,0,6.5
1657175275,2020/10/16,5,9,0
1657175275,2020/10/17,5,15,0
1657175275,2020/10/22,5,0,5.5
1657175275,2020/10/23,5,0,0
1657175275,2020/10/24,5.5,8.8,6
1657175275,2020/10/25,6.5,0,0
1657175275,2020/10/26,4.5,12.6,0
1657175275,2020/10/27,6.5,8.8,4
1657175275,2020/10/28,5.5,8.8,0
1657175275,2020/10/29,5,0,6.5
1657175275,2020/10/30,5,0,0
1657175275,2020/11/1,5.5,10.3,0
1657175275,2020/11/2,6,8.8,8
1657175275,2020/11/3,6.5,12,5
1657175275,2020/11/4,5.5,0,6
1657175275,2020/11/5,5,0,8
1657175275,2020/11/6,0,18,0
1657175275,2020/11/8,0,9.8,7.5
1657175275,2020/11/9,6,0,0
1657175275,2020/11/10,0,10,0
1657175275,2020/11/11,0,0,6
1657175275,2020/11/12,7.5,0,0
1657175275,2020/11/13,5,7.8,8
1657175275,2020/11/14,0,13,0
1657175275,2020/11/15,0,7.3,0
1657175275,2020/11/16,5,10.3,6
1657175275,2020/11/17,5,0,4
1657175275,2020/11/18,6,11,6
1657175275,2020/11/19,18,0,0
1657175275,2020/11/20,0,0,12.6
1657175275,2020/11/21,5,8,6
1657175275,2020/11/22,5.5,0,6
1657175275,2020/11/23,5,0,0
1657175275,2020/11/24,5,24,0
1657175275,2020/11/25,4,7.3,0
1657175275,2020/11/26,5,9.5,8
1657175275,2020/11/27,5,12,0
1657175275,2020/11/28,6,6,7.5
1657175275,2020/11/29,0,9,0
1657175275,2020/11/30,5,10.3,0
1657175275,2020/12/1,6.5,9,20
1657175275,2020/12/2,6,10,0
1657175275,2020/12/3,6,20,14.24
1657175275,2020/12/4,5,8.3,6
1657175275,2020/12/6,5,13,6
1657175275,2020/12/7,5,9.3,8
1657175275,2020/12/8,18,0,0
1657175275,2020/12/9,5.5,10.3,0
